vehicle_id,model_id,location_id,engine_id,title,year,used_or_new,vehicle_type,doors,seats,colour_ext_int,kilometres,price
K1685D6353B,T6080G6761R,L9548N8596L,M4105E3199D,2017 Mazda CX-5 Akera (4X4),2017,USED,AWD, 4 Doors, 5 Seats,White / Black Leather,112905,29788
P3927K7348R,R5584I2152P,O1763Y2027U,E2615W6588B,2005 Hyundai Terracan Crdi,2005,USED,4WD, 4 Doors, 7 Seats,Silver / Grey,282829,6350
Z9605J1111H,K5584E4278I,Z4986W5515E,K4973A9331N,2006 Toyota Hilux SR5 (4X4),2006,USED,4WD, 4 Doors, 5 Seats,Gold / -,520991,14900
I9917G7246J,Y4185O6782B,V8718X6943K,Q2931K4208R,2023 Toyota Yaris SX Hybrid,2023,USED,Front, 5 Doors, 5 Seats,White / 3Lfc20,27,39990
Q5216Q4119T,B1128K3060D,U4415M7648F,X1378P5184R,2020 Mercedes-Benz C300,2020,USED,Rear, 4 Doors, 5 Seats,Black / Black,47938,69988
J2518H5807B,O1281J9594Q,R6860E4954J,X5147H9134V,2010 Hyundai IX35 Highlander (awd),2010,USED,AWD, 4 Doors, 5 Seats,Blue / -,165875,11513
K9788W2258Z,E7897R8524B,G7735O7922O,D3453X9719A,2021 Mitsubishi ASX LS (2WD),2021,USED,Front, 4 Doors, 5 Seats,Silver / Black,63960,26888
V9407P1718R,W6770N5673Q,W7480N5413M,W1552U3138T,2018 Mercedes-Benz E300,2018,USED,Rear, 2 Doors, 4 Seats,Black / Black,51816,71800
S4224A7835X,W7271Z7650F,Q2002N8392E,J5087F6823L,2002 Volkswagen Transporter (LWB),2002,USED,Front, 2 Doors, 2 Seats,Silver / -,265616,39990
F2889N7221U,J7110X3185X,J8732G5938A,A1511L5708O,2016 Mazda BT-50 GT (4X4),2016,USED,4WD, 4 Doors, 5 Seats,White / -,193346,27913
R8805S1592Y,S1381Q6271M,C3503C3804T,Z5947K2758B,2022 Kia Stonic S,2022,USED,Front, 4 Doors, 5 Seats,Blue / -,13017,22885
G7312C7302Z,Y4357L7601T,S7798Q6437V,A5806K8898G,2019 Toyota Landcruiser Prado Kakadu (4X4),2019,USED,4WD, 4 Doors, 7 Seats,Grey / 42Lh22,40418,79490
Y9745R9811N,P3168F2984A,M9477B9811Y,B1895M8864M,2014 Volkswagen Golf 90 TSI,2014,USED,Front, 4 Doors, 5 Seats,Silver / Black,61781,19880
C5362S8166D,Z8631T3550V,K9882P6583A,Q7714A2588Y,2022 Volkswagen T-ROC 140TSI R-Line,2022,DEMO,AWD, 4 Doors, 5 Seats,Blue / Black,4220,51990
V7036F2882L,H1176B9107F,N1410H3628B,T8241W7205B,2012 Kia Rondo SLi,2012,USED,Front,,,Silver / Black,153204,12888
R6594Q9258R,W8844U3360H,P7350E6084D,H4374I4355J,2019 Land Rover Range Rover Sport SDV6 SE (183KW),2019,USED,AWD, 4 Doors, 5 Seats,Grey / -,57409,97777
Z1201G3870S,D4476C2825B,Q4341D2528U,V2743Y1343B,2018 Mitsubishi Triton GLS (4X4) Blackline,2018,USED,4WD, 4 Doors, 5 Seats,Black / -,93518,32913
Q3995M6896Y,W9887L3925R,U4987W3181W,M7217M2142S,2011 Holden Commodore SV6,2011,USED,Rear, 2 Doors, 2 Seats,Blue / -,169360,18990
G9110J8792Z,K6962D7626G,W4960R4794S,P8576W3321Y,2018 Kia Carnival S,2018,USED,Front, 4 Doors, 8 Seats,Silver / Black,95734,34990
O3759C5218V,D7359B3283F,V1336J4236A,L5557Z2702G,2021 Volkswagen Amarok TDI580 Highline 4Motion,2021,USED,4WD, 4 Doors, 5 Seats,White / Grey,37041,62990
M7462F3107M,K1757J3553Q,Y5560K2786L,P6828M8414Q,2023 Mazda BT-50 XTR (4X4),2023,NEW,4WD, 4 Doors, 5 Seats,Red / Black Cloth,7,64888
K1249E9143A,Z9388I2440R,O1208B2747M,T3765W8743A,1998 Toyota Landcruiser (4X4) 11 Seat,1998,USED,4WD, 2 Doors, 11 Seats,Red / -,209031,45950
B4227J8490J,T9344F5707I,T9141D4944X,H3721R6098G,2006 Holden Rodeo LT (4X4),2006,USED,4WD, 4 Doors, 5 Seats,Black / -,265010,10800
Y8979H9810I,A5705Q6094E,R1876M6558A,E5510J7541B,2017 Toyota C-HR Koba (2WD),2017,USED,Front, 4 Doors, 5 Seats,Red / -,176046,19800
K9589P3180N,N1089Q7266N,H4131S1148S,V8306X9769A,2019 Volkswagen Touareg 190TDI,2019,USED,AWD, 4 Doors, 5 Seats,Black / -,18411,78990
B8210T5952I,M2767A9877I,H9943U8592L,V2559U3338M,2022 Ford Everest Trend (4WD),2022,USED,4WD, 4 Doors, 7 Seats,White / Ebony Leather,20401,59990
W3863O9596Z,Q6557Z3966T,C6217K8327V,N4965O2963K,2022 Hyundai I30 N Premium With Sunroof,2022,USED,Front, 4 Doors, 5 Seats,White / Leather,7237,54990
P2396H6142C,D8525P7655B,V9580S5128W,Z8940V8236S,2001 HSV Clubsport,2001,USED,Rear, 4 Doors, 5 Seats,Red / -,156369,27913
T7368Q8717M,Y2011Z2896L,D7010A3660G,N1842L9186S,2015 Holden Barina CD,2015,USED,Front, 5 Doors, 5 Seats,Blue / Black,118994,8999
X2799X7567S,S3093K3404T,H1028H5592I,X4627R5477K,2022 Toyota RAV4 GX (awd) Hybrid,2022,USED,AWD, 5 Doors, 5 Seats,White / 74Fb20,53960,49990
O1767J7552F,K6118V4433J,H7715D9388W,C9140R5032C,2015 Holden Commodore SS,2015,USED,Rear, 4 Doors, 5 Seats,Silver / -,32872,48990
H4993I4820V,F1268H7232P,S2415K2228W,E7946E8986P,2015 Mercedes-Benz E200,2015,USED,Rear, 2 Doors, 4 Seats,Black / -,47899,44990
L7301P8197O,Q1366I9755U,L5985J1910P,F9181V6472N,2019 Iveco Daily 35S17 Blue Edition (3520L),2019,USED,Rear, 2 Doors, 3 Seats,White / -,347128,26950
S8544F9339X,I7397Y4782C,J7238A8245Y,R8127I5131E,2020 LDV T60 Mega TUB (4X4),2020,USED,4WD, 4 Doors, 5 Seats,White / -,57902,32990
C6654F7289C,M9864M9200K,T5070D9635Z,W2206I3871N,2020 Toyota Landcruiser Prado GX 7 Seat,2020,USED,4WD, 4 Doors, 7 Seats,White / -,72096,61900
J9069Y1797U,R3053I4702K,F2676L1861D,Y3133K7551B,2022 Ford Escape ST-Line (fwd),2022,USED,Front, 4 Doors, 5 Seats,White / -,13467,41990
U9518X2136Y,Z9944P5541I,N3775T1822W,X2178S9024J,2022 Mazda CX-5 Touring (awd),2022,DEMO,AWD, 4 Doors, 5 Seats,White / Black Maztex/Cloth,996,48388
R6426D2063O,N2955K3715A,N8099E1263H,C7321A4801T,2007 Nissan Elgrand Highway Star,2007,USED,Rear,,,White / Black,98363,16900
B2678K3701B,I1038U6113S,P5358Z3518S,G6209N4473U,2014 Holden Captiva 7 LTZ (4X4),2014,USED,AWD, 4 Doors, 7 Seats,White / -,178126,11200
C2799Y1363X,S4240B8160D,O5422F7236U,K6984Z4242B,2017 Chrysler 300 SRT Core,2017,USED,Rear, 4 Doors, 5 Seats,Black / -,59700,71950
H7022P9074O,O1672N4702C,H1922F3506K,C3487V6016B,2018 Kia Sorento SI (4X4),2018,USED,AWD, 4 Doors, 7 Seats,Black / Black,44446,36777
T2765G8582P,K7024N8611O,G7384G6803L,M9613E1900O,2022 Volkswagen Tiguan 110TSI Life DSG 2WD,2022,USED,Front,,,White / -,4199,46888
R6991U4735N,G4827M8254D,I1426C5674O,W1520J3069C,2003 Porsche Cayenne Turbo,2003,USED,AWD, 4 Doors, 5 Seats,Black / Black,138332,25880
Q8056X3223G,X2604Z6542S,L6421C2753M,Q1369F6401Q,2023 Ssangyong Rexton Ultimate Sport Pack,2023,NEW,Other,,,Black / Black,0,58585
Q5119T6935A,I9946L5467B,N3823C7836K,W8705V2478A,2012 Honda CR-V VTI-L (4X4),2012,USED,4WD, 4 Doors, 5 Seats,Brown / -,62225,21990
C2229C8196F,B8645P4226V,Y8022U9341W,W7298X7577B,2015 Isuzu D-MAX SX (4X4),2015,USED,4WD, 2 Doors, 4 Seats,White / -,115004,29800
E9375I3135L,M3982I5136U,E9395Z7132J,B3432K8506W,2014 Ford Ranger XL 3.2 (4X4),2014,USED,4WD, 4 Doors, 4 Seats,White / -,210604,28990
U2743U1930F,G5152M6164A,C6043V4877S,X2297K4371U,2018 Nissan GT-R Premium,2018,USED,AWD, 2 Doors, 4 Seats,Black / Black,26500,248888
O5569N3672N,N8468L5931S,K5935L7006O,M3702A9945M,1997 Ford Mustang GT,1997,USED,Rear,,,Black / Brown,49371,29990
C5458R8985T,Q1374I1357U,G3042G8430I,N6471Q1986D,2018 Toyota Hilux Workmate,2018,USED,Rear, 2 Doors, 2 Seats,White / Grey,130446,28999
A3311R2212Q,L8227U3506F,O2508B1679H,W4157N3459T,2016 Ford Ranger XL 2.2 HI-Rider (4X2),2016,USED,Rear, 4 Doors, 4 Seats,White / -,166987,24950
G4597Y5176R,T7509Y5787N,K5712O8989U,H5196G8821V,2018 Volkswagen Transporter TDI 340 LWB,2018,USED,Front, 2 Doors, 2 Seats,Silver / -,203129,26800
E5897Z4067D,P7322X6158X,R2252Z2989U,E3248T9342H,2022 MG HS Vibe,2022,DEMO,Front, 4 Doors, 5 Seats,Black / -,15,30690
N7856H6557W,D2113H5883X,A3100Q6038E,C8061C2593W,2018 BMW X2 Sdrive 18I,2018,USED,Front, 4 Doors, 5 Seats,Gold / -,67098,34800
S8768O8893J,F4971M8602B,L2761V1136D,S6717W9652F,2013 Toyota RAV4 GX (2WD),2013,USED,Front, 4 Doors, 5 Seats,White / Grey,123189,19000
B8625K2672Q,L5099I3229L,X3756R2330S,D6678U3804O,2006 Subaru Forester X Luxury,2006,USED,AWD, 4 Doors, 5 Seats,White / -,257874,5995
B8904U7530P,B6345B6556Q,J6667A6125W,P1402M7024L,2022 BMW 2 SERIES 230i Steptronic M Sport,2022,USED,Rear,,,Purple / Black Leather,4140,79480
B4537V4467J,G3691J6598N,D6963B5902Q,B7865T1851K,2019 Toyota Landcruiser LC200 VX (4X4),2019,USED,4WD, 4 Doors, 7 Seats,Silver / -,68604,114999
L8838Y9917L,V6056T4961P,K9478S2449T,W1891N9762R,2017 Jaguar F-Pace 20D R-Sport,2017,USED,AWD, 4 Doors, 5 Seats,White / -,131983,38995
P1657F8860D,V7357L6229D,E9669Y4872B,T8781N7859A,2021 Toyota RAV4 Edge (awd) Hybrid,2021,USED,AWD, 5 Doors, 5 Seats,Grey / Grey,27101,68990
W8216I3241E,G2372Y8153A,K9349P5694N,Z2421N3242U,2005 Holden Caprice,2005,USED,Rear, 4 Doors, 5 Seats,White / Grey,231786,9950
I6395X6685B,G8346P6399F,B2564C3334F,F9412L7263I,2015 Toyota Kluger Grande (4X2),2015,USED,Front, 4 Doors, 7 Seats,White / -,129570,26854
U4248V8293T,I8828Q1092O,C5916N7030B,U3322S4971N,2006 Nissan X-Trail ST-S 40TH Anniversary (4X4),2006,USED,4WD, 4 Doors, 5 Seats,White / -,282208,6980
C7419Y1809A,H3590O3874M,G9859S9988D,M3227D9549B,2008 BMW M6,2008,USED,Rear, 2 Doors, 4 Seats,Silver / -,76000,66990
E6955B9781Q,P8888R6060V,H2239M5524M,Z3923Z9745Y,2022 BMW 420I M Sport,2022,USED,Rear, 2 Doors, 4 Seats,White / -,5345,73950
Z9435A8165W,E2833V8950W,K3050M9948T,P5535U1954E,2018 Ram 1500 Express (4X4),2018,USED,4WD, 4 Doors, 5 Seats,Grey / -,104897,84950
S5459V6364N,J1079A4709D,J3596T1468P,U5230N7499K,2022 MG HS Excite,2022,NEW,Front, 4 Doors, 5 Seats,Red / Knight Black,14,35990
G3400E5202P,J5672V4991B,R5223L7568U,C2725L1537C,2021 Mitsubishi Outlander ES 7 Seat (2WD),2021,USED,Front, 4 Doors, 7 Seats,White / Black,54096,28990
O9174A5875N,U3904A4640K,F2432A8190H,E4713Z4383A,2020 Toyota HiAce Slwb,2020,USED,Rear, 4 Doors, 2 Seats,White / Grey,144622,52990
C4089U7858U,X1813T5014C,V9311G8289M,V1286N1215P,2017 Toyota Corolla Fielder X,2017,USED,Other,,,Silver / Black,110386,21888
F4178M6090J,J6694B5794H,W7862C2128G,C8983P8024S,2017 Mazda CX-5 Akera (4X4),2017,USED,AWD, 4 Doors, 5 Seats,Silver / -,61011,35800
V9719Q1063X,Y8544P8028P,S1866B5080F,G8982G3697Q,2019 Mitsubishi Pajero Sport Exceed (4X4) 7 Seat,2019,USED,4WD, 4 Doors, 7 Seats,White / Grey,50213,56490
A6456T6679C,J5868J5928D,P6329X1772N,F6710Y8874N,2018 Subaru Outback 2.0D,2018,USED,AWD, 4 Doors, 5 Seats,- / -,96300,27990
D2737C7429J,W5971T2572H,T8655J9662U,M7186B2157D,2021 LDV T60 PRO (4X4),2021,USED,4WD, 4 Doors, 5 Seats,Grey / -,29876,28388
R8498F1557D,G1978X6665N,S4321R3227Q,F1419T7974S,2006 Ford Focus CL,2006,USED,Front, 5 Doors, 5 Seats,Silver / Grey,172472,6990
O6280K2948K,O4107V3315Q,M6920G1136R,S2539J7324Z,2019 MG ZS Excite,2019,USED,Front, 4 Doors, 5 Seats,Silver / -,46328,22990
A7782J3763T,K8725I4469T,W9024L4503Z,U4159D9881H,2017 Ford Ranger XLT 3.2 (4X4),2017,USED,4WD, 4 Doors, 5 Seats,Blue / -,150002,34990
B2535V8670J,S6895W2794M,Z9534F6528R,Q5000G2961S,2010 Mitsubishi Delica D:5,2010,USED,Other,,,Black / Black,123473,21995
H7562E6412K,Y3421X7646V,Z1211U7245U,E1814A9286F,2022 Toyota Camry Ascent Hybrid,2022,USED,Front, 4 Doors, 5 Seats,Blue / -,26524,42990
F4325V2329A,A6661Q8528N,I5878P1098Q,N6504X3728L,2020 Nissan X-Trail ST 7 Seat (2WD),2020,USED,Front, 4 Doors, 7 Seats,Silver / -,54368,28990
C3659T4639T,W7603O1053X,J8987H6132P,F1727E8764U,2010 Mazda BT-50 Boss B3000 Freestyle DX+,2010,USED,Rear, 2 Doors, 4 Seats,White / -,267899,10950
X6273R2662G,R6417J8037J,F7349V2812Z,O8813A7297M,2010 Ford Ranger XL (4X4),2010,USED,4WD, 2 Doors, 2 Seats,White / Grey,243558,12888
L7298S3323F,W6393E2293Y,O8771Z3735B,F9751C3283H,2016 Holden Trailblazer LTZ (4X4),2016,USED,4WD, 4 Doors, 7 Seats,Blue / -,160459,27800
H2687D2154F,X5418C1249P,D4842G8655Q,G9178X3854Q,2016 BMW 220I Sport Line,2016,USED,Rear, 2 Doors, 4 Seats,Black / -,54385,39990
U1018R4838M,C7413A9508E,N5328J4096B,B9522M3680P,2020 Kia RIO S,2020,USED,Front, 5 Doors, 5 Seats,Grey / Black,59785,21590
P7918V2377L,D8040B8363U,Q8931R3093T,C1919R3408J,2018 Kia Sportage SI Premium (awd),2018,USED,AWD, 4 Doors, 5 Seats,Silver / Black,59764,31990
H5160O7260C,U4539B9866K,L8618Z2955C,J6675D9356T,2018 BMW X2 Sdrive 18I M Sport,2018,USED,Front, 4 Doors, 5 Seats,White / -,40416,39441
J2437J4981Y,R6468I7867V,M7730J3178I,P6808C1157V,2004 Nissan Patrol ST (4X4),2004,USED,4WD, 4 Doors, 7 Seats,Silver / -,282076,29950
M4771E2728X,J1126L5581Q,R3713Q1009O,F5604S7713E,2019 Toyota Land Cruiser VX,2019,USED,Other,,,White / Leather,101263,105990
N1772X7440Z,R2599E1584P,A5871Z9156J,I9877M9763W,2020 Mitsubishi Triton GLS (4X4),2020,USED,4WD, 4 Doors, 5 Seats,White / -,43851,46888
I9659C6047I,M1975K7278Q,P6075S6343U,E7405S7454Y,2009 Toyota Landcruiser GX (4X4),2009,USED,4WD, 2 Doors, 3 Seats,White / -,289999,55900
X2205E5077K,R7325W5308U,B7269M4089E,V2477Q4467O,2017 Volvo XC60 T5 Luxury,2017,USED,AWD, 4 Doors, 5 Seats,Black / -,59243,31882
I5304P9246M,F6456T4448E,W5434D1008J,L3265C2831O,2018 Toyota 86 GTS+,2018,USED,Rear, 2 Doors, 4 Seats,Grey / Black,27836,44990
K9570F3376T,F3676T7361Y,B1317N3005Q,G8038T8293D,2017 Toyota Corolla FIELDER X,2017,USED,Other,,,White / Black,128091,19490
X9726T5821Q,E4641W5429V,N3109Y9261S,J4872M1891Q,2020 Hyundai Kona Active (fwd),2020,USED,Front, 4 Doors, 5 Seats,Grey / -,35624,27990
Y2335I4301G,V4093I3976R,Y6229E2307X,Y5413G4990U,2015 Ford Ranger XLT 3.2 (4X4),2015,USED,4WD, 4 Doors, 5 Seats,Blue / Grey,108412,38990
W7467Q7011H,G1505Q2411W,H6192U4814S,B1162L5162F,2014 Toyota Hilux SR (4X4),2014,USED,4WD, 4 Doors, 5 Seats,White / Black,219035,31990
D9613L3442F,X8460G9118Y,K8163B2036M,Z7667C9532A,2014 Mitsubishi Outlander ES (4X2),2014,USED,Front, 4 Doors, 5 Seats,White / -,66201,18990
H8494X3470I,A9200I8486S,W2029R9508H,O3038S8461P,2017 BMW 740I,2017,USED,Rear, 4 Doors, 5 Seats,White / Black,87314,79988
X6137Y2887S,V1962C6532Z,H8000K4465W,L4969Y3227J,2017 Porsche 718 Boxster,2017,USED,Rear, 2 Doors, 2 Seats,Black / -,43741,102900
M8727J6656I,W2796J7236B,R4581I3854G,P4846D4000N,2013 Toyota Landcruiser Sahara (4X4),2013,USED,4WD, 4 Doors, 7 Seats,Grey / -,161365,74990
S5067N2131C,E7719K9598I,K2212S8743U,N8684B9220L,2014 Holden Colorado LX (4X4),2014,USED,4WD, 2 Doors, 2 Seats,White / Grey,237559,18990
T7701S4165P,A3659Z9118Q,M4997J1713I,R9364P4115H,2022 Toyota Yaris Cross GX,2022,USED,Front, 4 Doors, 5 Seats,- / 40Fa60,16766,36490
G5805Z5487T,U1674K5596T,I5823K8647L,P6865H2191T,2015 Porsche Macan S Diesel,2015,USED,AWD, 4 Doors, 5 Seats,White / Black,45413,59900
Q1508C9875P,H2557L1556P,O3088M6702A,I2252T6587Q,1996 Ford Courier XL,1996,USED,Rear, 4 Doors, 5 Seats,Silver / -,393675,3499
C5396M3316Q,C7538S6907S,T8401M5054V,D5337I2098C,2019 Land Rover Range Rover Sport SDV6 SE (183KW),2019,USED,AWD, 4 Doors, 5 Seats,Black / Black,76750,109950
U4182M3863N,V4000P8323T,Z8905L2377I,M3137Y4863Q,2014 Holden UTE SV6,2014,USED,Rear, 2 Doors, 2 Seats,White / Grey,215440,19990
U1161E6059K,T8234H2311R,Z2525J6741R,O6268E1553S,2018 Hyundai I30 GO,2018,USED,Front, 4 Doors, 5 Seats,Red / -,104000,19989
Z2061G3973F,B5213C6459W,M7027V8653O,F2249F1354E,2021 GWM Steed (4X2),2021,USED,Rear, 2 Doors, 2 Seats,- / -,85096,18990
H7989M6488H,X5399G5637X,N6168I6104N,P8616X8085Z,2017 Toyota Hilux SR HI-Rider,2017,USED,Rear, 2 Doors, 4 Seats,White / Grey,39229,41990
K8511P7041L,D4847R3346Z,D8528I8705T,X9342H3195X,2018 Jaguar E-Pace D240 HSE AWD (177KW),2018,USED,AWD, 4 Doors, 5 Seats,White / -,39602,49888
J6408E7524R,L4561I7426D,U3857K7879S,Y3876P1886W,2018 Holden Colorado LT (4X4),2018,USED,4WD, 4 Doors, 5 Seats,Grey / Grey,81598,36950
H3308G6046B,G9255V3881U,I3949Z7693G,F8323K1705M,2019 Honda CR-V VI (2WD),2019,USED,Front, 4 Doors, 5 Seats,White / -,71254,27880
W7032L2507N,W2131R4354Y,B5621V4352R,U8028N8191B,2018 Toyota C-HR Koba,2018,USED,Other,,,Grey / Leather,94494,29990
Z9475H6319L,M7307C2616S,W5594N8212I,C7943U1411A,2018 Toyota Landcruiser Prado Kakadu (4X4),2018,USED,4WD, 4 Doors, 7 Seats,Silver / Black,108660,76910
K5374S6732X,K7563L4671V,F2945F4247D,F2486W5891A,2015 Maserati Granturismo Sport,2015,USED,Rear, 2 Doors, 4 Seats,Black / Beige,25070,144990
S7707Q1039K,K9359W8057E,J6504L6528D,V6823S5057B,2018 Toyota Kluger GX (4X2),2018,USED,Front, 4 Doors, 7 Seats,Black / Grey,95982,32990
E5819U5977P,Y5206S6025V,Y8756J6163E,A6439S5801X,2022 Ford F 250 XLT,2022,USED,Other,,,White / Grey,150,199990
W5055R4657S,K2425R4447B,W2114U4591V,N1599F6988B,2023 Volkswagen T-Cross 85Tfsi Style (restricted Feat),2023,DEMO,Front, 4 Doors, 5 Seats,Blue / Black/Grey,15,38887
U3246U1498A,G5641J4002V,V2649K2076J,S1961I4015D,2015 Audi Q5 2.0 TDI Quattro,2015,USED,AWD, 4 Doors, 5 Seats,White / -,179312,18999
J6894W3120Z,E2416S7417J,J8178E6012B,M8409M3552T,2018 Toyota Hilux Workmate,2018,USED,Rear, 2 Doors, 2 Seats,White / Black,228489,20930
F3520I7424C,N3073Z3033P,N7680B7912M,A8288F9751L,2021 Ram 1500 Express,2021,USED,4WD, 4 Doors, 5 Seats,Grey / Black,11061,87990
L1994Z9291F,N3418I8837O,K8110N6112W,Z5968Y2978M,2015 Mercedes-Benz S63 AMG,2015,USED,Rear, 2 Doors, 4 Seats,Silver / -,36349,165900
T8834V7118N,S6623B7165K,Y2252K5493U,I7784R6011L,2008 Skoda Roomster 1.9 TDI,2008,USED,Front, 4 Doors, 5 Seats,White / -,270350,3999
V3037X8784U,X6233Y1136A,W6770J4271P,R9278Z8853J,2019 Subaru Forester 2.5I (awd),2019,USED,AWD, 4 Doors, 5 Seats,Blue / -,54062,34990
R8452L3104F,R9148F4790X,L4804D3916U,K1884G6560E,2019 Holden Colorado LS (4X4),2019,USED,4WD, 4 Doors, 5 Seats,White / Black,58852,39880
C1231Z1518N,U6414Q3431X,K4662Y1148K,M8666X4103Z,2013 BMW 125I,2013,USED,Rear, 2 Doors, 4 Seats,Black / Black,129107,16990
P6722I9602W,Z6812M6599S,D4439Q9783G,B1323P4221M,2019 BMW X2 Sdrive20I M Sport,2019,USED,Front, 4 Doors, 5 Seats,White / -,45975,42990
K4616Z2850B,R8430Z7197F,Q6124P6942D,S3086W1263P,2012 Mini Countryman Cooper S,2012,USED,Front, 4 Doors, 4 Seats,Blue / -,103833,17990
A4908S3122B,Z9755S8940L,B1400A5919O,Z7967M2155G,2013 Ford Focus Titanium,2013,USED,Front, 5 Doors, 5 Seats,- / -,135100,11990
B3837L4729T,S6547R6335X,W8429A5843Q,Y6111C4959R,2015 Nissan Navara RX (4X4),2015,USED,4WD, 2 Doors, 2 Seats,Silver / -,90823,27990
B7836N3982F,S4869R2241S,U5584J4621D,G3569Z2495Z,2013 Holden Colorado LX (4X2),2013,USED,Rear, 4 Doors, 5 Seats,White / Grey,140620,19995
B8243X7811A,R8576Z9479F,Q8649I2146C,J9699U8972O,2019 Mercedes-Benz GLC200,2019,USED,AWD, 4 Doors, 5 Seats,Grey / -,32883,58800
O2856W8319G,R4136C9751J,I7731Q6242I,C5409E8414L,2023 Toyota Corolla Ascent Sport + Convenience PK,2023,USED,Front, 5 Doors, 5 Seats,White / -,25,36988
E1549X7574Q,T7388K6666I,T9672J8069R,J9983O4781D,2017 Toyota Corolla Fielder,2017,USED,Other,,,White / Black,119571,19995
H6476T3911P,V1567H9581A,G6944S6211X,A1200T7418D,2014 Holden Captiva 5 LT (fwd),2014,USED,Front, 4 Doors, 5 Seats,Silver / Grey,85065,12970
Z9500V3006Z,H3634V2616Q,M5177Y5967P,I8094B2109Z,2012 Toyota Landcruiser GXL (4X4),2012,USED,4WD, 4 Doors, 8 Seats,White / -,357463,44990
Q1242M1668T,Y1808O8122I,N7735F5354X,B5539V2684V,2017 Ford Ranger FX4 Special Edition,2017,USED,4WD, 4 Doors, 5 Seats,Silver / Black Leather,137897,42888
K6301A9546O,R3387S4733X,H5371B6641Y,M3773J9673E,2009 Toyota HiAce Super GL,2009,USED,Other,,,Black / Grey,230000,21888
R8490C9816Q,T6435R8116S,I5131U5590R,Q7303Q8709W,2023 Toyota Corolla ZR Hybrid,2023,USED,Front,,,White / -,45,52888
A3071Q2073Y,E5065P5004W,D5822Y7099I,X4890X9316T,2019 Honda CR-V VTi-S 2WD,2019,USED,Other,,,Grey / -,56945,31990
L7963O3078T,T4377W7993I,E3144B4150B,U2427Z1842E,2010 Mazda CX-7 Luxury Sports (4X4),2010,USED,AWD, 4 Doors, 5 Seats,Silver / Grey,110702,12990
W4382D8972G,B2819A1341N,C2726J8009A,E7527U6472N,2014 Mitsubishi Triton GLX (4X4),2014,USED,4WD, 4 Doors, 5 Seats,White / -,201331,14913
C3517X2914L,G8679R7486Q,V5994U2128R,O2471B2482W,2017 Mazda CX-3 Maxx (fwd),2017,USED,Front, 4 Doors, 5 Seats,Grey / Black,43854,24890
Q3817M8699V,U4921K6505L,W1836K1263M,U3155L7564I,2017 Mazda CX-5 GT (4X4),2017,USED,AWD, 4 Doors, 5 Seats,Grey / Black,148815,24970
A1976V7377L,O2298V6827F,Q8302M1386S,W7312J6274J,2015 Holden Cascada,2015,USED,Front, 2 Doors, 4 Seats,Grey / Leather,49599,19390
W2760F9543T,S1963I1266K,U2013H8604N,J8142G2233Q,2017 Toyota Camry Altise,2017,USED,Front, 4 Doors, 5 Seats,Grey / -,89683,24990
R8679B2411A,I3267X3007D,C1386P5955E,K7554N1102T,2022 BMW 220I M Sport Gran Coupe,2022,USED,Front, 4 Doors, 5 Seats,Blue / Black,8348,72988
V2176V8513T,R3385R7554K,X3131G7095D,O1207T8192W,2014 Toyota 86 GTS,2014,USED,Rear, 2 Doors, 4 Seats,Red / -,121795,21990
X9685P4440U,J4334I1276K,Z6049D6963F,O3397F9861O,2018 Kia Stinger GT (black Leather),2018,USED,Rear, 4 Doors, 5 Seats,Black / Red,44012,46990
P3844I2336B,E4003D5066E,D8990R8238J,F2199R5697L,2023 Volkswagen T-Cross 85Tfsi Style (restricted Feat),2023,DEMO,Front, 4 Doors, 5 Seats,Black / Black/Grey,9,42990
B4738H9322Q,B1018D3223Q,K1933K2740Q,F4772D9308W,2013 BMW X1 Sdrive 18D,2013,USED,Rear, 4 Doors, 5 Seats,Grey / -,88796,19830
C4087O9597V,E1462J4397T,W2699F4394T,J4704I3392Z,2017 Mercedes-Benz A45 4Matic (fuel Efficient),2017,USED,AWD, 5 Doors, 5 Seats,Blue / -,43082,63950
L9975E3290B,N1782V8260L,S9942R9361H,H5628T7806C,2017 Mitsubishi Triton Exceed (4X4),2017,USED,4WD, 4 Doors, 5 Seats,Black / Black,100102,35950
L3685L7873Y,X8276M6718P,C2221S9173U,L4476K4674Y,2003 BMW 318I Executive,2003,USED,Rear, 4 Doors, 5 Seats,White / -,261021,5990
N4176G3341Z,F6379T2716M,Y7391Y8005L,B8405O3434F,2022 Kia Cerato GT,2022,USED,Front, 4 Doors, 5 Seats,Blue / -,20486,35800
A2469F4428T,H7225K7212C,Z7284W3021Z,X2888Z4541U,2022 Kia Stonic S,2022,USED,Front, 4 Doors, 5 Seats,White / Grey,7361,28945
P8899O2486H,T8540J8841S,B1659T2309V,L6025L2428A,2018 Kia Cerato S,2018,USED,Front, 5 Doors, 5 Seats,Silver / Black,47325,21777
G5833L8311U,Q3284H6785F,L5359J2983G,Z3581J6924Z,2013 Volkswagen Golf 103 TDI Comfortline,2013,USED,Front, 4 Doors, 5 Seats,Silver / Cloth,146662,12920
J1246K2247I,N5796O8011J,U3099U3221M,X1717J5497Q,2021 MG MG3 Auto Core,2021,USED,Front, 5 Doors, 5 Seats,Yellow / -,17957,16990
