engine_id,cylinders,engine_size,fuel_type,fuel_consumption,transmission_type
T6041V9132U,5 cyl,"5 cyl, 3.2 L",Diesel,9.2 L / 100 km,Automatic
I6470Q1876A,4 cyl,"4 cyl, 1.4 L",Unleaded,6.2 L / 100 km,Automatic
P2198W9812L,4 cyl,"4 cyl, 1.4 L",Premium,5.7 L / 100 km,Manual
U2668I8617Y,-,-,-,-,Automatic
C5444X2009K,4 cyl,"4 cyl, 1.8 L",Premium,7.6 L / 100 km,Automatic
N9063L2755P,6 cyl,"6 cyl, 3 L",Unleaded,8.9 L / 100 km,Automatic
F1203J6125F,4 cyl,"4 cyl, 2.4 L",Unleaded,9.5 L / 100 km,Automatic
L2359U7924H,4 cyl,"4 cyl, 1.2 L",Premium,5.6 L / 100 km,Automatic
U8357Y8874U,3 cyl,"3 cyl, 1.2 L",Premium,5.1 L / 100 km,Automatic
E7862Y8738P,4 cyl,"4 cyl, 1.4 L",Premium,5.3 L / 100 km,Automatic
A5869C8984S,4 cyl,"4 cyl, 2.2 L",Diesel,7.2 L / 100 km,Automatic
S8310Q6877L,3 cyl,"3 cyl, 1.5 L",Premium,5.2 L / 100 km,Automatic
U1592B3220C,4 cyl,"4 cyl, 2 L",Diesel,6.8 L / 100 km,Automatic
B5492Y5720A,4 cyl,"4 cyl, 3 L",Diesel,10.8 L / 100 km,Manual
W2322P6318Z,4 cyl,"4 cyl, 2 L",Unleaded,7.4 L / 100 km,Automatic
Y4123U2003D,4 cyl,"4 cyl, 2.4 L",Premium,8.9 L / 100 km,Automatic
U6891Q1374M,4 cyl,"4 cyl, 2 L",Unleaded,7.6 L / 100 km,Automatic
X3889O5006K,4 cyl,"4 cyl, 2 L",Unleaded,6.9 L / 100 km,Automatic
L3522W6852Z,8 cyl,"8 cyl, 4.5 L",Diesel,11.5 L / 100 km,Manual
Y7567D2314W,4 cyl,"4 cyl, 1.8 L",Premium,6 L / 100 km,Automatic
A7955F1022H,4 cyl,"4 cyl, 2.5 L",Unleaded,8.1 L / 100 km,Automatic
O7682T8186O,4 cyl,"4 cyl, 1.2 L",Premium,5.6 L / 100 km,Automatic
K6750P5968Z,4 cyl,"4 cyl, 1.6 L",Diesel,6.2 L / 100 km,Manual
S6289R4339F,4 cyl,"4 cyl, 2.7 L",Unleaded,11 L / 100 km,Manual
X9998I4023J,4 cyl,"4 cyl, 1.6 L",Unleaded,7.4 L / 100 km,Manual
H4771V4744K,12 cyl,"12 cyl, 6.6 L",Premium,13.6 L / 100 km,Automatic
U1243X3515T,4 cyl,"4 cyl, 2 L",Diesel,0 L / 100 km,Manual
O8970C7928J,4 cyl,"4 cyl, 2 L",Unleaded,7.6 L / 100 km,Automatic
Z9923B3295Q,-,-,Unleaded,-,Automatic
G6308A3580G,4 cyl,"4 cyl, 1.8 L",Unleaded,7.1 L / 100 km,Automatic
G6550B8992W,4 cyl,"4 cyl, 2.4 L",Unleaded,8.9 L / 100 km,Automatic
I9027C9127L,4 cyl,"4 cyl, 2.5 L",Unleaded,7.9 L / 100 km,Automatic
G7904R7767M,4 cyl,"4 cyl, 2 L",Unleaded,6 L / 100 km,Automatic
Z7752L9795J,4 cyl,"4 cyl, 1.8 L",Unleaded,6.7 L / 100 km,Automatic
H5170J1845H,4 cyl,"4 cyl, 2 L",Unleaded,7.9 L / 100 km,Automatic
Y3594G7943B,-,-,Diesel,-,Automatic
P4601B8760Z,-,-,Diesel,-,Automatic
A8206J1470G,4 cyl,"4 cyl, 2.4 L",Unleaded,9.9 L / 100 km,Automatic
W9790S1679I,4 cyl,"4 cyl, 2.5 L",Diesel,8.8 L / 100 km,Automatic
L7440R2523S,4 cyl,"4 cyl, 2.5 L",Premium,10.7 L / 100 km,Manual
U3416A7138U,6 cyl,"6 cyl, 3.5 L",Unleaded,0 L / 100 km,Manual
O4820T5890V,4 cyl,"4 cyl, 2 L",Diesel,5.3 L / 100 km,Automatic
T6358Y3867O,4 cyl,"4 cyl, 2 L",Unleaded,7.4 L / 100 km,Automatic
C8972W6398U,6 cyl,"6 cyl, 3 L",Diesel,7.8 L / 100 km,Automatic
I1967Q7107T,4 cyl,"4 cyl, 1.6 L",Premium,6.3 L / 100 km,Automatic
R9468I6016C,6 cyl,"6 cyl, 3.5 L",Unleaded,11 L / 100 km,Automatic
S3892C5089V,4 cyl,"4 cyl, 1.8 L",Hybrid,4.2 L / 100 km,Automatic
G5616W8722F,4 cyl,"4 cyl, 2.5 L",Unleaded,7.9 L / 100 km,Automatic
R4160P9404S,4 cyl,"4 cyl, 2 L",Diesel,4.7 L / 100 km,Automatic
Y3056K8656J,4 cyl,"4 cyl, 2.5 L",Premium,8.9 L / 100 km,Automatic
Z6466F8216J,5 cyl,"5 cyl, 3.2 L",Diesel,8.8 L / 100 km,Automatic
L6109U2055J,4 cyl,"4 cyl, 2.4 L",Premium,10.6 L / 100 km,Automatic
Q3142A8444U,4 cyl,"4 cyl, 2.2 L",Diesel,6.5 L / 100 km,Automatic
E8397T9867C,6 cyl,"6 cyl, 3.5 L",Unleaded,11 L / 100 km,Automatic
W2407D8868Y,4 cyl,"4 cyl, 2.8 L",Diesel,8.8 L / 100 km,Automatic
F4013N1171O,4 cyl,"4 cyl, 1.8 L",Unleaded,6.1 L / 100 km,Automatic
E5486M3082F,6 cyl,"6 cyl, 3 L",Unleaded,11.3 L / 100 km,Automatic
U5275X9576B,4 cyl,"4 cyl, 1.8 L",Premium,8.2 L / 100 km,Automatic
Y4188B6868H,4 cyl,"4 cyl, 2 L",Diesel,5.5 L / 100 km,Automatic
C4785X8202N,-,-,Unleaded,-,Automatic
M5022N1634V,4 cyl,"4 cyl, 2 L",Unleaded,5.8 L / 100 km,Automatic
U5402H9712R,4 cyl,"4 cyl, 2.4 L",Premium,10.6 L / 100 km,Automatic
O5430J9288Q,4 cyl,"4 cyl, 2 L",Unleaded,7.9 L / 100 km,Automatic
F3287Y7145A,4 cyl,"4 cyl, 2.4 L",-,-,Automatic
X8161X1300L,4 cyl,"4 cyl, 1.4 L",Unleaded,6 L / 100 km,Automatic
R6023Z6466T,4 cyl,"4 cyl, 1.4 L",Premium,6 L / 100 km,Automatic
V3451M4615U,4 cyl,"4 cyl, 2.3 L",Diesel,6.5 L / 100 km,Manual
L7861J4739O,-,-,Diesel,-,Manual
R5785N8456Q,4 cyl,"4 cyl, 2.8 L",Diesel,8.5 L / 100 km,Automatic
Y4414J1203M,6 cyl,"6 cyl, 3 L",Diesel,6.8 L / 100 km,Automatic
G1099T9774U,4 cyl,"4 cyl, 2 L",Unleaded,7.4 L / 100 km,Automatic
W4554L3895D,4 cyl,"4 cyl, 1.2 L",Unleaded,5.8 L / 100 km,Automatic
H5876E8252Q,4 cyl,"4 cyl, 2 L",Unleaded,7.4 L / 100 km,Automatic
Z9446P5239G,4 cyl,"4 cyl, 2 L",Premium,8.8 L / 100 km,Manual
P1869D9235N,4 cyl,"4 cyl, 2.4 L",Unleaded,9.6 L / 100 km,Manual
G7260V1060P,4 cyl,"4 cyl, 3 L",Diesel,8 L / 100 km,Manual
X9469U2834T,6 cyl,"6 cyl, 2.7 L",Diesel,9 L / 100 km,Automatic
K6280D6215E,4 cyl,"4 cyl, 3 L",Diesel,8.1 L / 100 km,Automatic
L3423A9208M,4 cyl,"4 cyl, 2 L",Unleaded,5.8 L / 100 km,Manual
Q5300C2429F,6 cyl,"6 cyl, 3.3 L",Unleaded,11.6 L / 100 km,Automatic
D8712L5388N,4 cyl,"4 cyl, 2 L",Unleaded,7.8 L / 100 km,Automatic
S3647O8715G,4 cyl,"4 cyl, 2 L",Unleaded,6.2 L / 100 km,Manual
B4113I5317C,4 cyl,"4 cyl, 2.4 L",Unleaded,8.8 L / 100 km,Automatic
N5524O8210R,4 cyl,"4 cyl, 2 L",Premium,7.3 L / 100 km,Manual
D4061K2608J,4 cyl,"4 cyl, 1.4 L",Unleaded,6.9 L / 100 km,Automatic
Y9748B3252T,4 cyl,"4 cyl, 2.5 L",Unleaded,8.1 L / 100 km,Automatic
T7627L6347E,6 cyl,"6 cyl, 3.6 L",Unleaded,9.5 L / 100 km,Automatic
S6547E1015V,4 cyl,"4 cyl, 1.5 L",-,6.9 L / 100 km,Automatic
L5272W1011X,8 cyl,"8 cyl, 6 L",Premium,14.6 L / 100 km,Automatic
W5693O7682P,4 cyl,"4 cyl, 1.2 L",Premium,5.1 L / 100 km,Manual
S1675D1575S,4 cyl,"4 cyl, 1.5 L",Unleaded,6.8 L / 100 km,Automatic
L3173P2237L,4 cyl,"4 cyl, 2 L",Premium,6.6 L / 100 km,Automatic
X5281K1215T,4 cyl,"4 cyl, 2 L",Premium,7 L / 100 km,Automatic
Y8833K9666T,4 cyl,"4 cyl, 2 L",Premium,10.9 L / 100 km,Automatic
K7831G4322O,4 cyl,"4 cyl, 2.5 L",Unleaded,7.5 L / 100 km,Automatic
Q3134I5354M,6 cyl,"6 cyl, 3 L",Unleaded,8.9 L / 100 km,Automatic
X1833O5320A,-,-,Unleaded,-,Automatic
A5212R7423Q,4 cyl,"4 cyl, 2.2 L",Diesel,8 L / 100 km,Automatic
I1941T2540I,4 cyl,"4 cyl, 2.5 L",Diesel,8.8 L / 100 km,Automatic
C4577D1199R,4 cyl,"4 cyl, 1.8 L",Unleaded,6.9 L / 100 km,Automatic
T9510U1639F,4 cyl,"4 cyl, 2 L",Unleaded,7.4 L / 100 km,Automatic
I2005H2232H,4 cyl,"4 cyl, 1.6 L",Premium,7.8 L / 100 km,Automatic
U6646H5723M,4 cyl,"4 cyl, 2.5 L",Unleaded,6.6 L / 100 km,Automatic
X7874V3712R,4 cyl,"4 cyl, 1.4 L",Unleaded,6.7 L / 100 km,Automatic
F7025F3377V,4 cyl,"4 cyl, 2 L",Premium,8.1 L / 100 km,Automatic
K2004L1179V,4 cyl,"4 cyl, 2 L",Unleaded,7.1 L / 100 km,Automatic
S2048H5607I,-,-,Unleaded,-,Automatic
Z1860A8562Q,4 cyl,"4 cyl, 1.4 L",Premium,7.3 L / 100 km,Automatic
K9435K5821D,-,-,Unleaded,-,Automatic
W7833J8421O,4 cyl,"4 cyl, 1.6 L",Unleaded,6.6 L / 100 km,Automatic
P5796Q6642M,4 cyl,"4 cyl, 2.5 L",Unleaded,7.8 L / 100 km,Automatic
R4288F2828Y,8 cyl,"8 cyl, 4.5 L",Diesel,10.7 L / 100 km,Manual
A4207N5046J,4 cyl,"4 cyl, 3 L",Diesel,8.5 L / 100 km,Automatic
F4026R8843T,4 cyl,"4 cyl, 2 L",Unleaded,5.7 L / 100 km,Automatic
T7725L4824L,4 cyl,"4 cyl, 2.4 L",Diesel,8 L / 100 km,Automatic
F1070B6660S,4 cyl,"4 cyl, 2.5 L",Unleaded,10 L / 100 km,Automatic
M3586K7501M,4 cyl,"4 cyl, 1.6 L",Unleaded,8.5 L / 100 km,Automatic
H5641R6352X,5 cyl,"5 cyl, 3.2 L",Diesel,8.8 L / 100 km,Automatic
M8512D9642X,4 cyl,"4 cyl, 2 L",Diesel,5.3 L / 100 km,Automatic
I5622C8626H,4 cyl,"4 cyl, 1.4 L",Premium,5.9 L / 100 km,Automatic
J4488C4304Y,6 cyl,"6 cyl, 3.7 L",Unleaded,13 L / 100 km,Automatic
Q9332Y1145D,4 cyl,"4 cyl, 1.4 L",Premium,4.7 L / 100 km,Automatic
E7509D2470Q,4 cyl,"4 cyl, 1.8 L",Hybrid,4.1 L / 100 km,Automatic
Q6330B8136P,6 cyl,"6 cyl, 3 L",Diesel,7.8 L / 100 km,Automatic
S6017K2901C,4 cyl,"4 cyl, 2 L",Premium,7.8 L / 100 km,Manual
H4440F9589K,5 cyl,"5 cyl, 3.2 L",Diesel,9.2 L / 100 km,Automatic
E2551Y2620T,4 cyl,"4 cyl, 2.4 L",Diesel,7.2 L / 100 km,Manual
L7461J1100Y,4 cyl,"4 cyl, 1.6 L",Diesel,3.6 L / 100 km,Automatic
T5504H5595B,4 cyl,"4 cyl, 1.6 L",Premium,6.5 L / 100 km,Automatic
K5409H5629Z,6 cyl,"6 cyl, 3.6 L",Unleaded,8.9 L / 100 km,Automatic
D7859Z8232C,4 cyl,"4 cyl, 2.5 L",Unleaded,9.3 L / 100 km,Manual
N7405O2608O,4 cyl,"4 cyl, 1.5 L",Unleaded,6.8 L / 100 km,Automatic
V5632Q4946G,-,-,Diesel,-,Automatic
W4694C6384H,4 cyl,"4 cyl, 1.6 L",Unleaded,7.8 L / 100 km,Automatic
O2281F7101P,-,-,-,-,-
G8197U1406X,4 cyl,"4 cyl, 2 L",Unleaded,7 L / 100 km,Automatic
I3544K9366Q,6 cyl,"6 cyl, 4 L",Unleaded,12.1 L / 100 km,Automatic
D9547L1131O,6 cyl,"6 cyl, 3 L",Diesel,8.3 L / 100 km,Automatic
U3689O1887E,4 cyl,"4 cyl, 2.1 L",Diesel,6.3 L / 100 km,Automatic
X1966S4465J,4 cyl,"4 cyl, 1.5 L",Unleaded,6.1 L / 100 km,Automatic
G4369V8181V,4 cyl,"4 cyl, 1.8 L",Premium,7.6 L / 100 km,Automatic
L5098R1345Y,4 cyl,"4 cyl, 1.3 L",Premium,5.7 L / 100 km,Automatic
O2936Q4344F,4 cyl,"4 cyl, 1.5 L",Unleaded,7 L / 100 km,Automatic
P3565U9997X,4 cyl,"4 cyl, 1.8 L",Premium,6.8 L / 100 km,Automatic
K3590V7186B,4 cyl,"4 cyl, 2.5 L",Unleaded,7.4 L / 100 km,Automatic
G5233W7601U,-,-,Other,-,Automatic
U7778Y4970A,4 cyl,"4 cyl, 2 L",Unleaded,8 L / 100 km,Automatic
B6638F3736N,4 cyl,"4 cyl, 2 L",Unleaded,7.4 L / 100 km,Automatic
Q5701J7456Q,4 cyl,"4 cyl, 2.3 L",Unleaded,9.5 L / 100 km,Automatic
O2583U8752Q,4 cyl,"4 cyl, 1.2 L",Unleaded,4.8 L / 100 km,Automatic
E3351F5802P,4 cyl,"4 cyl, 2 L",Unleaded,7.2 L / 100 km,Automatic
Y2521K9437R,4 cyl,"4 cyl, 2 L",Unleaded,7.9 L / 100 km,Automatic
M8607N8870M,4 cyl,"4 cyl, 1.5 L",-,7.1 L / 100 km,Automatic
C6858B3537H,4 cyl,"4 cyl, 1.6 L",Diesel,4.7 L / 100 km,Automatic
Z2323G7284N,4 cyl,"4 cyl, 1.3 L",Unleaded,6.4 L / 100 km,Automatic
O9374A8160X,-,-,-,-,Automatic
Z1841X4477R,4 cyl,"4 cyl, 2 L",Unleaded,6.2 L / 100 km,Automatic
P5799X3174K,6 cyl,"6 cyl, 3 L",Premium,9.2 L / 100 km,Automatic
O6663K3018M,4 cyl,"4 cyl, 2 L",Unleaded,8.4 L / 100 km,Automatic
W5295J1462L,4 cyl,"4 cyl, 2.4 L",Unleaded,8.9 L / 100 km,Automatic
D9736G3699M,4 cyl,"4 cyl, 2.8 L",Diesel,8.8 L / 100 km,Automatic
S8222Q8037R,4 cyl,"4 cyl, 2 L",Unleaded,7.2 L / 100 km,Automatic
G8594V4266C,4 cyl,"4 cyl, 2 L",Premium,7.3 L / 100 km,Manual
A1614H7537Z,4 cyl,"4 cyl, 1.8 L",Premium,5.6 L / 100 km,Automatic
H8858V2388U,4 cyl,"4 cyl, 2 L",Unleaded,7.9 L / 100 km,Automatic
T9372A5984J,4 cyl,"4 cyl, 1.8 L",Unleaded,7.1 L / 100 km,Automatic
W1351O5540O,-,-,Diesel,-,Automatic
P6039G7404Q,6 cyl,"6 cyl, 3 L",Diesel,7.5 L / 100 km,Automatic
P2029D8056L,5 cyl,"5 cyl, 3.2 L",Diesel,9 L / 100 km,Automatic
P5751Y9938P,6 cyl,"6 cyl, 3 L",Diesel,8.7 L / 100 km,Automatic
V1265G9263S,4 cyl,"4 cyl, 2.5 L",Unleaded,9.1 L / 100 km,Automatic
N1012L1968D,6 cyl,"6 cyl, 3.5 L",Premium,10 L / 100 km,Automatic
Q7412P5615J,4 cyl,"4 cyl, 2.5 L",Diesel,9.1 L / 100 km,Automatic
C7643P5347I,4 cyl,"4 cyl, 2.5 L",Unleaded,8.3 L / 100 km,Automatic
G8200T3270O,3 cyl,"3 cyl, 1.3 L",-,7.3 L / 100 km,Automatic
I1545B5962K,4 cyl,"4 cyl, 2 L",Unleaded,7.4 L / 100 km,Automatic
W8402K3203G,4 cyl,"4 cyl, 2 L",Unleaded,6.3 L / 100 km,Automatic
T1620I3685S,-,-,-,-,Automatic
V4108M5156M,4 cyl,"4 cyl, 2.3 L",Diesel,5.8 L / 100 km,Automatic
X5700I5764N,4 cyl,"4 cyl, 1.5 L",Premium,6.7 L / 100 km,Automatic
J9237G5923P,4 cyl,"4 cyl, 3 L",Diesel,8 L / 100 km,Automatic
S9728L9624D,4 cyl,"4 cyl, 2 L",Premium,10.5 L / 100 km,Manual
U5376Z5425P,4 cyl,"4 cyl, 2 L",Unleaded,11.5 L / 100 km,Manual
F6641D3264T,-,-,-,-,Automatic
Z4503O3641B,4 cyl,"4 cyl, 1.4 L",Unleaded,6.2 L / 100 km,Automatic
O7260O3329P,4 cyl,"4 cyl, 2 L",Premium,8.8 L / 100 km,Automatic
W8462A8146E,4 cyl,"4 cyl, 2 L",Unleaded,6.9 L / 100 km,Automatic
Z1525X1716S,4 cyl,"4 cyl, 2.3 L",Premium,10 L / 100 km,Manual
M5248K7425B,6 cyl,"6 cyl, 3 L",Premium,8.2 L / 100 km,Automatic
P1993X2930C,4 cyl,"4 cyl, 2 L",Diesel,5.9 L / 100 km,Automatic
D2591R3055X,4 cyl,"4 cyl, 1.4 L",Premium,5.4 L / 100 km,Automatic
N1742U9371K,4 cyl,"4 cyl, 1.6 L",Premium,6 L / 100 km,Automatic
T6872J6969Y,-,-,Unleaded,-,Automatic
B3504G2656X,6 cyl,"6 cyl, 3.5 L",Premium,9.7 L / 100 km,Automatic
W5002F4842P,4 cyl,"4 cyl, 2.4 L",Unleaded,9.6 L / 100 km,Automatic
J4185A2204H,4 cyl,"4 cyl, 2 L",Premium,6.3 L / 100 km,Automatic
L5246T4420S,4 cyl,"4 cyl, 2 L",Unleaded,7.4 L / 100 km,Automatic
O8897S2561F,4 cyl,"4 cyl, 2 L",Premium,8.4 L / 100 km,Automatic
X3679X8336O,-,-,-,-,Automatic
G1187L2437L,8 cyl,"8 cyl, 4.4 L",Premium,10.5 L / 100 km,Automatic
P2160G4239Z,4 cyl,"4 cyl, 1.8 L",Unleaded,7.4 L / 100 km,Automatic
M6271D1633J,6 cyl,"6 cyl, 3.5 L",Premium,10.2 L / 100 km,Automatic
X3708I1060S,3 cyl,"3 cyl, 1 L",Unleaded,4.9 L / 100 km,Manual
I1784Z7611H,-,-,Diesel,-,Automatic
Q6872I6465P,-,-,Diesel,-,Automatic
U6433P8193D,4 cyl,"4 cyl, 2 L",Premium,8.6 L / 100 km,Automatic
T9065U4799U,6 cyl,"6 cyl, 3.5 L",Unleaded,11 L / 100 km,Automatic
Z9209C2520K,4 cyl,"4 cyl, 2 L",Unleaded,8.6 L / 100 km,Automatic
S1633D9400G,-,-,Unleaded,-,Automatic
A3749P7088E,4 cyl,"4 cyl, 2 L",Diesel,6.8 L / 100 km,Automatic
L8333M7511W,4 cyl,"4 cyl, 2.4 L",Unleaded,9 L / 100 km,Automatic
Z8942N1535X,-,-,Diesel,-,Automatic
H3010H4021M,4 cyl,"4 cyl, 1.8 L",Premium,9 L / 100 km,Automatic
Z5359B8294W,4 cyl,"4 cyl, 2 L",Premium,7.5 L / 100 km,Automatic
K7801R1253G,6 cyl,"6 cyl, 4 L",Unleaded,9.9 L / 100 km,Automatic
Y9087D5359R,4 cyl,"4 cyl, 2 L",Premium,7.9 L / 100 km,Automatic
L4370Z9781U,4 cyl,"4 cyl, 1.5 L",Unleaded,6.7 L / 100 km,Automatic
R1096S4565U,6 cyl,"6 cyl, 3.5 L",Unleaded,17.2 L / 100 km,Automatic
N6584Q3820L,4 cyl,"4 cyl, 2 L",Unleaded,8.4 L / 100 km,Manual
N9174C3436P,4 cyl,"4 cyl, 1.5 L",Unleaded,4.9 L / 100 km,Automatic
N5518Y4729U,4 cyl,"4 cyl, 2 L",Unleaded,8 L / 100 km,Automatic
E5353U3830T,4 cyl,"4 cyl, 2 L",Unleaded,7.9 L / 100 km,Automatic
D4241A9218B,-,-,Unleaded,-,Automatic
D7235J9054O,6 cyl,"6 cyl, 4 L",Unleaded,12.3 L / 100 km,Automatic
Y9305D1127R,-,-,Premium,-,Automatic
H4015Z9480L,4 cyl,"4 cyl, 2 L",Unleaded,6.9 L / 100 km,Automatic
S6815O8581T,4 cyl,"4 cyl, 1.8 L",Unleaded,8.8 L / 100 km,Automatic
C5203X5540I,6 cyl,"6 cyl, 2.5 L",-,-,Automatic
A6577N9360F,5 cyl,"5 cyl, 3.2 L",Diesel,9.2 L / 100 km,Automatic
D7404P8094L,4 cyl,"4 cyl, 1.5 L",-,7.1 L / 100 km,Automatic
I8610S1261E,4 cyl,"4 cyl, 2 L",Premium,6 L / 100 km,Automatic
C6743C6940H,4 cyl,"4 cyl, 2 L",Unleaded,7.7 L / 100 km,Automatic
O2120G1324P,4 cyl,"4 cyl, 2.5 L",Unleaded,8.5 L / 100 km,Automatic
S5528B4030R,4 cyl,"4 cyl, 2 L",Unleaded,7.4 L / 100 km,Automatic
N4680I1504S,4 cyl,"4 cyl, 1.5 L",Unleaded,7.3 L / 100 km,Automatic
F9213O2857W,3 cyl,"3 cyl, 1 L",Premium,4.9 L / 100 km,Automatic
F5253L9064C,-,-,Diesel,-,Automatic
M7043P5581X,4 cyl,"4 cyl, 1.5 L",Unleaded,6.1 L / 100 km,Automatic
T7993E7976V,4 cyl,"4 cyl, 2.7 L",Unleaded,11 L / 100 km,Manual
Q9848P8595Y,6 cyl,"6 cyl, 3 L",Premium,8.8 L / 100 km,Automatic
S7911E3180E,4 cyl,"4 cyl, 2.4 L",Unleaded,9.9 L / 100 km,Automatic
U5651W8973O,4 cyl,"4 cyl, 2.2 L",Diesel,8.1 L / 100 km,Automatic
D6140Q6778Y,4 cyl,"4 cyl, 1.5 L",Unleaded,5.5 L / 100 km,Automatic
D5837K1516N,4 cyl,"4 cyl, 1.5 L",Premium,6.7 L / 100 km,Automatic
G3023V6928E,-,-,Diesel,-,Automatic
H6013U8734Z,6 cyl,"6 cyl, 3 L",Diesel,10.8 L / 100 km,Automatic
L9091P5678H,4 cyl,"4 cyl, 2 L",Premium,7.9 L / 100 km,Automatic
F2583V4358G,4 cyl,"4 cyl, 2 L",Unleaded,7.9 L / 100 km,Automatic
E8511O4203Y,-,-,Unleaded,-,Automatic
A9591M2979Z,4 cyl,"4 cyl, 2 L",Unleaded,7.2 L / 100 km,Automatic
G1190D6399K,4 cyl,"4 cyl, 2 L",Unleaded,7.4 L / 100 km,Automatic
Y6727J1649D,4 cyl,"4 cyl, 1.5 L",Unleaded,6.7 L / 100 km,Automatic
N9583F3373R,4 cyl,"4 cyl, 2.2 L",Diesel,6.1 L / 100 km,Automatic
M7857R6117O,4 cyl,"4 cyl, 2.5 L",Unleaded,6.5 L / 100 km,Manual
D7021S3355Z,4 cyl,"4 cyl, 2.3 L",Diesel,5.8 L / 100 km,Automatic
Q4044U2160B,4 cyl,"4 cyl, 1.5 L",Unleaded,7 L / 100 km,Automatic
B5833Z4266R,-,-,Unleaded,-,Automatic
Y1603H7380E,4 cyl,"4 cyl, 2.4 L",Unleaded,9 L / 100 km,Automatic
T2443K7721T,4 cyl,"4 cyl, 2.2 L",Diesel,7.2 L / 100 km,Automatic
D2005Z5148H,6 cyl,"6 cyl, 3.6 L",Premium,10.1 L / 100 km,Automatic
Z2325Z1082B,4 cyl,"4 cyl, 2 L",Unleaded,7.4 L / 100 km,Automatic
B4658V6543N,5 cyl,"5 cyl, 2.5 L",Premium,8.7 L / 100 km,Manual
M1056Y1127J,-,-,-,-,Automatic
N2937D7890X,6 cyl,"6 cyl, 4 L",Unleaded,10.1 L / 100 km,Automatic
A7525A2120C,4 cyl,"4 cyl, 2.5 L",Unleaded,7.5 L / 100 km,Automatic
Q9753X3478G,4 cyl,"4 cyl, 2 L",Diesel,7.7 L / 100 km,Automatic
V8126J8171P,6 cyl,"6 cyl, 3.6 L",Unleaded,8.9 L / 100 km,Automatic
A9890E9522B,8 cyl,"8 cyl, 5 L",Premium,12.8 L / 100 km,Automatic
P5999T8231G,4 cyl,"4 cyl, 1.8 L",Hybrid,4.2 L / 100 km,Automatic
B3166U5286W,4 cyl,"4 cyl, 1.8 L",Hybrid,4.2 L / 100 km,Automatic
O2584V3267E,4 cyl,"4 cyl, 1.5 L",-,6.9 L / 100 km,Automatic
U4362Y4216N,-,-,Unleaded,-,Automatic
B1290A2287Q,4 cyl,"4 cyl, 2.5 L",Unleaded,7.5 L / 100 km,Automatic
N1349Z1251I,4 cyl,"4 cyl, 2.2 L",Diesel,8.2 L / 100 km,Automatic
N5878J2952X,4 cyl,"4 cyl, 2 L",Unleaded,7.4 L / 100 km,Automatic
N4092Y1285Y,-,-,Unleaded,-,Automatic
Q1841B6577W,4 cyl,"4 cyl, 2 L",Unleaded,7.4 L / 100 km,Automatic
A6893A5008R,4 cyl,"4 cyl, 1.8 L",-,7.5 L / 100 km,Manual
A9592N6121Z,4 cyl,"4 cyl, 2 L",Unleaded,7.9 L / 100 km,Automatic
J9454K3991F,4 cyl,"4 cyl, 2.3 L",Diesel,7 L / 100 km,Automatic
K9958K3650C,6 cyl,"6 cyl, 3.6 L",Premium,10.4 L / 100 km,Automatic
H9084P3224S,8 cyl,"8 cyl, 4.2 L",Premium,13.3 L / 100 km,Automatic
U2038Z7460T,4 cyl,"4 cyl, 2 L",Unleaded,8.4 L / 100 km,Automatic
M1446A1161H,4 cyl,"4 cyl, 3 L",Diesel,0 L / 100 km,Manual
Y2235F1186E,4 cyl,"4 cyl, 2 L",Premium,6.7 L / 100 km,Automatic
U9652Q6482I,-,-,Unleaded,-,Automatic
S7601O7403V,4 cyl,"4 cyl, 2.2 L",Diesel,7.5 L / 100 km,Automatic
J3473S1663D,4 cyl,"4 cyl, 1.2 L",Unleaded,4.8 L / 100 km,Automatic
Q6705K7114Y,-,-,Unleaded,-,Automatic
J4817S2300H,4 cyl,"4 cyl, 2 L",Unleaded,5.7 L / 100 km,Automatic
P7694B6803F,4 cyl,"4 cyl, 2 L",Unleaded,6.6 L / 100 km,Automatic
K5515Y3659Q,4 cyl,"4 cyl, 2 L",Premium,6.7 L / 100 km,Automatic
Q6794O9866B,3 cyl,"3 cyl, 1.6 L",Premium,7.6 L / 100 km,Manual
X1246P7335Z,4 cyl,"4 cyl, 1.5 L",-,6.9 L / 100 km,Automatic
I6569X6990O,4 cyl,"4 cyl, 1.4 L",Premium,5.6 L / 100 km,Automatic
A5527P6175N,4 cyl,"4 cyl, 2.5 L",Premium,8.3 L / 100 km,Automatic
E3555I8869R,4 cyl,"4 cyl, 2.5 L",Unleaded,8.1 L / 100 km,Automatic
U3807X7688F,4 cyl,"4 cyl, 3 L",Diesel,7.4 L / 100 km,Manual
N9804P2640Y,4 cyl,"4 cyl, 1.9 L",Diesel,8.6 L / 100 km,Automatic
S6364H6616G,4 cyl,"4 cyl, 2 L",Unleaded,8.1 L / 100 km,Manual
S2399F6684R,-,-,-,-,Automatic
R1602S1424K,4 cyl,"4 cyl, 1.8 L",Unleaded,7.1 L / 100 km,Automatic
E6310M4852O,4 cyl,"4 cyl, 1.4 L",Premium,6 L / 100 km,Automatic
X8471Q6794Q,-,-,-,-,Automatic
N1225I9928V,4 cyl,"4 cyl, 1.8 L",Unleaded,6.8 L / 100 km,Manual
B9529C3710B,8 cyl,"8 cyl, 5 L",Premium,12.7 L / 100 km,Automatic
D8733X4273S,6 cyl,"6 cyl, 3.6 L",Premium,10.1 L / 100 km,Automatic
