engine_id,cylinders,engine_size,fuel_type,fuel_consumption,transmission_type
U4194T1462A,4 cyl,"4 cyl, 2.4 L",Unleaded,9.3 L / 100 km,Automatic
K1326F6014D,6 cyl,"6 cyl, 3 L",Hybrid,8.6 L / 100 km,Automatic
A5532D4546Z,4 cyl,"4 cyl, 2 L",Unleaded,7.4 L / 100 km,Automatic
D4800S9172A,4 cyl,"4 cyl, 2.5 L",Unleaded,8.1 L / 100 km,Automatic
C9094N7793Y,4 cyl,"4 cyl, 2.2 L",Diesel,5.4 L / 100 km,Automatic
J9828P2860F,4 cyl,"4 cyl, 2 L",Unleaded,7.4 L / 100 km,Automatic
B8678P3029P,4 cyl,"4 cyl, 2.5 L",Hybrid,4.8 L / 100 km,Automatic
P7925Y8411L,8 cyl,"8 cyl, 4.4 L",Premium,10.7 L / 100 km,Automatic
S8079C6750L,5 cyl,"5 cyl, 3.2 L",Diesel,9.2 L / 100 km,Automatic
T9293Z4956U,4 cyl,"4 cyl, 2.5 L",Unleaded,8.1 L / 100 km,Automatic
I6444V2948M,4 cyl,"4 cyl, 2 L",Unleaded,6.9 L / 100 km,Automatic
O3216D9609G,4 cyl,"4 cyl, 1.4 L",Unleaded,6.7 L / 100 km,Automatic
N3958D9354Y,4 cyl,"4 cyl, 2.3 L",Diesel,7 L / 100 km,Automatic
J9003X7292A,-,-,Unleaded,-,Manual
U8650B3764E,4 cyl,"4 cyl, 2 L",Premium,8.2 L / 100 km,Automatic
P1800F8670X,0 L,0 L,Electric,0 L / 100 km,Automatic
J4503J7154J,4 cyl,"4 cyl, 2.5 L",Unleaded,8.1 L / 100 km,Automatic
X9840E3341P,4 cyl,"4 cyl, 2.5 L",Hybrid,4.8 L / 100 km,Automatic
D6214I1011M,4 cyl,"4 cyl, 1.4 L",Premium,6.3 L / 100 km,Automatic
I4581M4363L,4 cyl,"4 cyl, 2 L",Unleaded,0 L / 100 km,Automatic
A7373X5227C,4 cyl,"4 cyl, 1.8 L",Hybrid,3.5 L / 100 km,Automatic
L2199F2010N,4 cyl,"4 cyl, 1.5 L",Unleaded,7.3 L / 100 km,Automatic
Z8400V9402F,4 cyl,"4 cyl, 1.2 L",Premium,6.4 L / 100 km,Automatic
F9099Z4932R,4 cyl,"4 cyl, 2.8 L",Diesel,9 L / 100 km,Automatic
N4805U9373U,4 cyl,"4 cyl, 2 L",Diesel,6.8 L / 100 km,Automatic
X5127U7450J,4 cyl,"4 cyl, 2 L",Unleaded,9.5 L / 100 km,Automatic
S2207T3438J,4 cyl,"4 cyl, 1.8 L",Unleaded,7.2 L / 100 km,Automatic
Y1914M9669F,4 cyl,"4 cyl, 2 L",Premium,6.5 L / 100 km,Automatic
O5734H7699L,4 cyl,"4 cyl, 1.5 L",Unleaded,7.3 L / 100 km,Automatic
X5011A5080V,6 cyl,"6 cyl, 3.3 L",Unleaded,11.6 L / 100 km,Automatic
P7656L9221C,4 cyl,"4 cyl, 2.4 L",Unleaded,6.8 L / 100 km,Automatic
T9102Q4896U,4 cyl,"4 cyl, 2 L",Premium,7.5 L / 100 km,Automatic
I9881S5364K,4 cyl,"4 cyl, 2 L",Premium,7.3 L / 100 km,Automatic
C1825V5307I,4 cyl,"4 cyl, 2.4 L",Unleaded,7.2 L / 100 km,Automatic
C8787E8424K,4 cyl,"4 cyl, 1.4 L",Unleaded,5.9 L / 100 km,Automatic
Y2222U9880F,4 cyl,"4 cyl, 2 L",Diesel,5.4 L / 100 km,Automatic
N4613Z7863Y,6 cyl,"6 cyl, 3 L",Premium,9.8 L / 100 km,Automatic
M6773N1879T,4 cyl,"4 cyl, 2.5 L",Unleaded,8.1 L / 100 km,Automatic
A6639D5018A,4 cyl,"4 cyl, 2.8 L",Diesel,9.1 L / 100 km,Automatic
P8508H1136N,4 cyl,"4 cyl, 2.2 L",Diesel,5.7 L / 100 km,Automatic
I5123V6690C,4 cyl,"4 cyl, 1.8 L",Unleaded,7.5 L / 100 km,Automatic
Q4945Q8486W,4 cyl,"4 cyl, 2.4 L",Diesel,8 L / 100 km,Automatic
I5949Z9114N,6 cyl,"6 cyl, 3 L",Diesel,7.2 L / 100 km,Automatic
N5517U2838R,4 cyl,"4 cyl, 2.5 L",Unleaded,7.5 L / 100 km,Automatic
T4665F5269I,-,-,Unleaded,-,Automatic
U7572F9042E,4 cyl,"4 cyl, 1.3 L",Unleaded,5.7 L / 100 km,Automatic
S4654A3596Z,3 cyl,"3 cyl, 1 L",Premium,5.3 L / 100 km,Automatic
R7040R1326X,4 cyl,"4 cyl, 2 L",Premium,7.3 L / 100 km,Automatic
U3037A5465N,4 cyl,"4 cyl, 2.5 L",Unleaded,7.9 L / 100 km,Automatic
R6198A3612H,4 cyl,"4 cyl, 2.4 L",Premium,8.5 L / 100 km,Automatic
B9143W2611N,-,-,-,-,Automatic
K9194T2905V,3 cyl,"3 cyl, 1 L",Premium,5.3 L / 100 km,Automatic
C9400A5946F,-,-,Unleaded,-,Automatic
P1122X7035K,4 cyl,"4 cyl, 2.5 L",Unleaded,8.1 L / 100 km,Automatic
E2070T3791I,4 cyl,"4 cyl, 1.5 L",Unleaded,4.9 L / 100 km,Automatic
D6618Z6245Y,4 cyl,"4 cyl, 2.5 L",Unleaded,9.8 L / 100 km,Manual
X7423U8754F,4 cyl,"4 cyl, 2.8 L",Diesel,9.1 L / 100 km,Automatic
S8623M7298H,-,-,Diesel,-,Manual
V6726R8954P,4 cyl,"4 cyl, 1.8 L",Unleaded,6.9 L / 100 km,Automatic
W8856V5532T,3 cyl,"3 cyl, 1.3 L",-,7.3 L / 100 km,Automatic
Q7408M6158F,4 cyl,"4 cyl, 2 L",Unleaded,7.6 L / 100 km,Automatic
D2973H9310B,4 cyl,"4 cyl, 2.7 L",Unleaded,11.1 L / 100 km,Manual
C6224K1622E,4 cyl,"4 cyl, 1.8 L",Hybrid,4.2 L / 100 km,Automatic
R9451C8621V,6 cyl,"6 cyl, 3 L",Diesel,7.8 L / 100 km,Automatic
C8296B3695G,4 cyl,"4 cyl, 2.5 L",Hybrid,4.7 L / 100 km,Automatic
D1867A4109R,4 cyl,"4 cyl, 1.8 L",Hybrid,4.2 L / 100 km,Automatic
E8259D9663T,-,-,Unleaded,-,Automatic
S6850B9430W,4 cyl,"4 cyl, 2 L",Hybrid,5.4 L / 100 km,Automatic
X1810V8125C,4 cyl,"4 cyl, 1.5 L",Premium,5.6 L / 100 km,Automatic
U2278J1122H,6 cyl,"6 cyl, 3.5 L",Premium,9.6 L / 100 km,Automatic
K1549E5779J,4 cyl,"4 cyl, 2.5 L",Unleaded,8.3 L / 100 km,Automatic
H6716P6185F,-,-,Other,-,Automatic
Y9803U4222B,0 L,0 L,Electric,0 L / 100 km,Automatic
F9378I7448G,4 cyl,"4 cyl, 2 L",Premium,7.6 L / 100 km,Automatic
T6282H9809R,-,-,Unleaded,-,Automatic
H4232K7257H,4 cyl,"4 cyl, 2.8 L",Diesel,7.8 L / 100 km,Manual
S3763S5343Q,-,-,Unleaded,-,Manual
X2231A9208X,4 cyl,"4 cyl, 1.8 L",Hybrid,4.2 L / 100 km,Automatic
I5204Y6251E,4 cyl,"4 cyl, 1.5 L",-,6.7 L / 100 km,Automatic
C2074P4270M,4 cyl,"4 cyl, 2.5 L",Hybrid,4.7 L / 100 km,Automatic
A5433K8188T,4 cyl,"4 cyl, 1.8 L",Hybrid,4.2 L / 100 km,Automatic
H8093J1311U,-,-,Unleaded,-,Automatic
R6373R8395X,4 cyl,"4 cyl, 2 L",Diesel,8.2 L / 100 km,Automatic
Q6101V4668L,4 cyl,"4 cyl, 2.8 L",Diesel,7.6 L / 100 km,Automatic
I5290M9799L,4 cyl,"4 cyl, 2 L",Premium,7.8 L / 100 km,Automatic
I3158S8932O,4 cyl,"4 cyl, 2 L",Unleaded,6.5 L / 100 km,Automatic
I6663Y7430L,4 cyl,"4 cyl, 2 L",Unleaded,7.4 L / 100 km,Automatic
H2315O3779E,8 cyl,"8 cyl, 4 L",Premium,8.7 L / 100 km,Automatic
S1289M2383N,4 cyl,"4 cyl, 2.5 L",Unleaded,7.9 L / 100 km,Automatic
A9491G3491S,4 cyl,"4 cyl, 1.6 L",Unleaded,7.4 L / 100 km,Manual
Z2168D8446H,4 cyl,"4 cyl, 1.3 L",Unleaded,6.5 L / 100 km,Automatic
M8264A8822O,4 cyl,"4 cyl, 2 L",Premium,7.9 L / 100 km,Automatic
H7670E5474V,4 cyl,"4 cyl, 2 L",Unleaded,8.1 L / 100 km,Manual
R2800F7714Z,4 cyl,"4 cyl, 2 L",Diesel,7.5 L / 100 km,Automatic
X3402E5345S,4 cyl,"4 cyl, 2 L",Unleaded,6.5 L / 100 km,Automatic
Q8811K9018J,4 cyl,"4 cyl, 2 L",Premium,8.1 L / 100 km,Automatic
K1538O8142A,-,-,Unleaded,-,Automatic
O2517E9009P,4 cyl,"4 cyl, 2.4 L",-,1.9 L / 100 km,Automatic
M2588S8265Q,4 cyl,"4 cyl, 2.5 L",Hybrid,4.7 L / 100 km,Automatic
P9213I3669A,4 cyl,"4 cyl, 2.2 L",Diesel,7.5 L / 100 km,Automatic
D4634V5023S,-,-,-,-,Automatic
O2672F2569O,3 cyl,"3 cyl, 1.2 L",Unleaded,4.6 L / 100 km,Automatic
E2557A7616L,4 cyl,"4 cyl, 2.3 L",Diesel,6.9 L / 100 km,Automatic
Z1671Q3771J,3 cyl,"3 cyl, 1 L",Premium,5.4 L / 100 km,Automatic
P4264P6671T,4 cyl,"4 cyl, 2 L",Diesel,6.6 L / 100 km,Automatic
V4930V8872L,5 cyl,"5 cyl, 3.2 L",Diesel,9.2 L / 100 km,Automatic
B7605W3091Y,4 cyl,"4 cyl, 2 L",Unleaded,6.2 L / 100 km,Automatic
A3780G9500G,6 cyl,"6 cyl, 3 L",Diesel,10.5 L / 100 km,Automatic
Q4184T5509S,-,-,Diesel,-,Automatic
G5894D5652F,6 cyl,"6 cyl, 3.3 L",Diesel,8.9 L / 100 km,Automatic
Y7528W8965J,4 cyl,"4 cyl, 2 L",Premium,6.9 L / 100 km,Automatic
A8463T3035A,4 cyl,"4 cyl, 2.5 L",Unleaded,7.9 L / 100 km,Automatic
B5987P3536O,4 cyl,"4 cyl, 3 L",Diesel,8.5 L / 100 km,Manual
T1910I1828U,-,-,Diesel,-,Automatic
E4736C9010J,4 cyl,"4 cyl, 1.3 L",Premium,6.1 L / 100 km,Automatic
L7892U8279G,4 cyl,"4 cyl, 1.4 L",Unleaded,6.7 L / 100 km,Automatic
L5560W9602T,4 cyl,"4 cyl, 2.5 L",Hybrid,5.6 L / 100 km,Automatic
F5316D5279D,4 cyl,"4 cyl, 2.5 L",Unleaded,9.5 L / 100 km,Manual
W1383Y3553N,4 cyl,"4 cyl, 2 L",Diesel,6.3 L / 100 km,Automatic
C7887I9145B,4 cyl,"4 cyl, 2 L",Unleaded,8.2 L / 100 km,Automatic
T8336W2480Y,4 cyl,"4 cyl, 2 L",Unleaded,7.4 L / 100 km,Automatic
G1269U7339P,4 cyl,"4 cyl, 1.5 L",Unleaded,7.3 L / 100 km,Automatic
C3673L7759A,4 cyl,"4 cyl, 2.5 L",Unleaded,6 L / 100 km,Automatic
H3770J4059G,4 cyl,"4 cyl, 2 L",Unleaded,7.4 L / 100 km,Automatic
D9396M4750I,4 cyl,"4 cyl, 2.2 L",Diesel,8.3 L / 100 km,Automatic
V3552M1628R,4 cyl,"4 cyl, 1.8 L",Hybrid,4.2 L / 100 km,Automatic
M5955U5022S,6 cyl,"6 cyl, 3 L",Diesel,6 L / 100 km,Automatic
T7889S1288B,4 cyl,"4 cyl, 2 L",Premium,7.1 L / 100 km,Automatic
E7243P8500V,4 cyl,"4 cyl, 1.5 L",Hybrid,1.7 L / 100 km,Automatic
W7157X5910L,0 L,0 L,Electric,0 L / 100 km,Automatic
L5936C5976G,6 cyl,"6 cyl, 3 L",Diesel,5.6 L / 100 km,Automatic
K6573U2797U,6 cyl,"6 cyl, 2.5 L",Premium,9.2 L / 100 km,Automatic
Y5835N3383K,4 cyl,"4 cyl, 1.8 L",Unleaded,7.8 L / 100 km,Automatic
Q2129R6578C,4 cyl,"4 cyl, 2.4 L",Unleaded,9.6 L / 100 km,Automatic
V4097U8506A,3 cyl,"3 cyl, 1 L",Premium,5.3 L / 100 km,Automatic
G2976B3424F,4 cyl,"4 cyl, 2.4 L",Unleaded,7.5 L / 100 km,Automatic
U3616W3870V,4 cyl,"4 cyl, 1.3 L",Unleaded,6 L / 100 km,Manual
Y7504K7060X,4 cyl,"4 cyl, 2.4 L",Unleaded,9.9 L / 100 km,Automatic
C4212R9122A,4 cyl,"4 cyl, 2.5 L",Unleaded,8.1 L / 100 km,Automatic
Y5669O2482G,0 L,0 L,Electric,0 L / 100 km,Automatic
Q6679C1996D,4 cyl,"4 cyl, 1.3 L",-,6.6 L / 100 km,Automatic
I8731T4531G,4 cyl,"4 cyl, 2.3 L",Diesel,6.2 L / 100 km,Automatic
E5201L1482J,4 cyl,"4 cyl, 2.5 L",Hybrid,5.2 L / 100 km,Automatic
G2231C1117C,4 cyl,"4 cyl, 2 L",Premium,8.2 L / 100 km,Automatic
F8053E7316K,4 cyl,"4 cyl, 2 L",Diesel,6.8 L / 100 km,Automatic
O9258O3731Y,-,-,Unleaded,-,Automatic
A1586J5870J,6 cyl,"6 cyl, 3.6 L",Unleaded,11 L / 100 km,Automatic
I5715B8469A,4 cyl,"4 cyl, 1.8 L",Unleaded,6.1 L / 100 km,Automatic
C6880S6610Q,4 cyl,"4 cyl, 3 L",Diesel,7.7 L / 100 km,Automatic
W5205P7288Y,6 cyl,"6 cyl, 3 L",Diesel,8.7 L / 100 km,Automatic
R3057E1766O,4 cyl,"4 cyl, 2.5 L",Hybrid,4.8 L / 100 km,Automatic
Q9679P9636Y,6 cyl,"6 cyl, 3 L",Diesel,6.3 L / 100 km,Automatic
R5875R9189L,4 cyl,"4 cyl, 1.5 L",Unleaded,6.8 L / 100 km,Automatic
R8344N5438K,6 cyl,"6 cyl, 3 L",Diesel,9.2 L / 100 km,Automatic
S4588M9189I,4 cyl,"4 cyl, 2 L",Premium,7.1 L / 100 km,Automatic
B7063G4900S,4 cyl,"4 cyl, 2 L",Unleaded,8.4 L / 100 km,Automatic
L6810V4696J,4 cyl,"4 cyl, 3 L",Diesel,8.3 L / 100 km,Manual
N6342D6356C,4 cyl,"4 cyl, 2.5 L",Hybrid,4.2 L / 100 km,Automatic
A5234G3819Z,4 cyl,"4 cyl, 2 L",Unleaded,7.4 L / 100 km,Automatic
R1519L8682P,4 cyl,"4 cyl, 2 L",Unleaded,7.9 L / 100 km,Automatic
K1316W2629B,4 cyl,"4 cyl, 1.5 L",Unleaded,7.3 L / 100 km,Automatic
S7253B1316D,4 cyl,"4 cyl, 2 L",Premium,6.6 L / 100 km,Automatic
U3326F7882C,4 cyl,"4 cyl, 2.5 L",Diesel,8.3 L / 100 km,Manual
X9110Y7422O,4 cyl,"4 cyl, 1.8 L",Unleaded,6.6 L / 100 km,Automatic
Y7898G5108X,4 cyl,"4 cyl, 2 L",Unleaded,8.2 L / 100 km,Automatic
K8323B5376K,4 cyl,"4 cyl, 1.8 L",Premium,7.4 L / 100 km,Automatic
T6521I4417T,6 cyl,"6 cyl, 3.3 L",Unleaded,11.6 L / 100 km,Automatic
A4038Y7357U,4 cyl,"4 cyl, 2 L",Premium,7.2 L / 100 km,Automatic
P4054J6111L,4 cyl,"4 cyl, 1.7 L",Diesel,5.6 L / 100 km,Automatic
I7421L3810C,-,-,Unleaded,-,Automatic
T6000W7748J,4 cyl,"4 cyl, 2.4 L",Unleaded,9.5 L / 100 km,Automatic
Y4033P4191L,-,-,Unleaded,-,Automatic
J1032Q1678A,4 cyl,"4 cyl, 1.8 L",Unleaded,6.9 L / 100 km,Automatic
P8217L5907K,4 cyl,"4 cyl, 2.5 L",Diesel,8.3 L / 100 km,Manual
P4706G6281R,4 cyl,"4 cyl, 2 L",Premium,8.1 L / 100 km,Automatic
T7917R4074N,6 cyl,"6 cyl, 4 L",Unleaded,10.1 L / 100 km,Automatic
Z2251Y3280A,4 cyl,"4 cyl, 1.2 L",Unleaded,5.2 L / 100 km,Manual
Z9402E4036Z,4 cyl,"4 cyl, 1.8 L",Premium,7 L / 100 km,Automatic
L5807N2476H,6 cyl,"6 cyl, 2.7 L",Diesel,9 L / 100 km,Automatic
A6408M9401C,3 cyl,"3 cyl, 1 L",Premium,5.8 L / 100 km,Automatic
Y1079V1834C,4 cyl,"4 cyl, 1.4 L",Unleaded,6.2 L / 100 km,Automatic
U4018H1360R,-,-,Diesel,-,Automatic
H1811O6696Y,4 cyl,"4 cyl, 2 L",Unleaded,7.2 L / 100 km,Automatic
S1468C3115J,4 cyl,"4 cyl, 2.5 L",Unleaded,8.4 L / 100 km,Automatic
I7813I1750O,4 cyl,"4 cyl, 2 L",Premium,8.2 L / 100 km,Automatic
B3286K2500I,3 cyl,"3 cyl, 1 L",Premium,5.2 L / 100 km,Automatic
B6996F3924J,4 cyl,"4 cyl, 1.8 L",Premium,7.2 L / 100 km,Automatic
C4972D4990N,4 cyl,"4 cyl, 2 L",Premium,6.1 L / 100 km,Automatic
R9845M2397F,6 cyl,"6 cyl, 3.6 L",Unleaded,10.3 L / 100 km,Automatic
O7276J1344H,4 cyl,"4 cyl, 2.7 L",Unleaded,11 L / 100 km,Automatic
S2404V8045W,4 cyl,"4 cyl, 3 L",Diesel,0 L / 100 km,Manual
K7057O8067U,-,-,Unleaded,-,Automatic
K1447B7592E,4 cyl,"4 cyl, 1.6 L",Premium,6.6 L / 100 km,Manual
B9822A6087X,4 cyl,"4 cyl, 2.7 L",Unleaded,11.6 L / 100 km,Automatic
W8208C1920Y,6 cyl,"6 cyl, 3.6 L",Unleaded,10.1 L / 100 km,Automatic
B1348G6578S,4 cyl,"4 cyl, 2 L",Premium,6.9 L / 100 km,Automatic
W1085W2793U,4 cyl,"4 cyl, 2 L",Unleaded,7.6 L / 100 km,Automatic
Q8285X2879Y,4 cyl,"4 cyl, 2.2 L",Diesel,8.1 L / 100 km,Automatic
V4240R3660C,6 cyl,"6 cyl, 3 L",Diesel,7.5 L / 100 km,Automatic
Y1591N9570K,4 cyl,"4 cyl, 2.2 L",Diesel,7.5 L / 100 km,Automatic
Y9180B3983Q,6 cyl,"6 cyl, 3 L",Diesel,7.3 L / 100 km,Automatic
S3289D3225C,4 cyl,"4 cyl, 2.5 L",Unleaded,7.4 L / 100 km,Automatic
J2299C6136H,4 cyl,"4 cyl, 1.8 L",Unleaded,9 L / 100 km,Automatic
M6900Q5362U,4 cyl,"4 cyl, 1.8 L",Hybrid,4.2 L / 100 km,Automatic
H3666S8493H,4 cyl,"4 cyl, 1.6 L",Premium,6.1 L / 100 km,Automatic
R4769D7137E,4 cyl,"4 cyl, 2.5 L",Diesel,8.3 L / 100 km,Manual
I5913Y2222N,4 cyl,"4 cyl, 2 L",Diesel,8.2 L / 100 km,Automatic
I6448J9072O,8 cyl,"8 cyl, 5.5 L",Premium,11.9 L / 100 km,Automatic
Z1492M7210A,4 cyl,"4 cyl, 2.2 L",Diesel,7.6 L / 100 km,Manual
W3344S4462W,4 cyl,"4 cyl, 2 L",Diesel,6.2 L / 100 km,Automatic
B9988Z7650G,4 cyl,"4 cyl, 1.6 L",Unleaded,7.3 L / 100 km,Automatic
X8733P7792H,4 cyl,"4 cyl, 2 L",Unleaded,5.8 L / 100 km,Automatic
C2229Y4836X,4 cyl,"4 cyl, 2.1 L",Diesel,4.5 L / 100 km,Automatic
W6875W3226D,4 cyl,"4 cyl, 1.8 L",Hybrid,4.2 L / 100 km,Automatic
P5429G2231F,4 cyl,"4 cyl, 2 L",Diesel,5.9 L / 100 km,Automatic
D7701R9918A,4 cyl,"4 cyl, 2 L",Unleaded,7.9 L / 100 km,Automatic
A4329Y7072G,6 cyl,"6 cyl, 3.5 L",Unleaded,10 L / 100 km,Automatic
V3701C5631W,6 cyl,"6 cyl, 4 L",Unleaded,9.9 L / 100 km,Automatic
W4074X6497M,4 cyl,"4 cyl, 2.4 L",Diesel,8.6 L / 100 km,Automatic
D7446H9201T,-,-,Unleaded,-,Automatic
V6414M4131F,4 cyl,"4 cyl, 1.3 L",Premium,6.6 L / 100 km,Automatic
F4503B3917H,4 cyl,"4 cyl, 2.5 L",Unleaded,8.3 L / 100 km,Automatic
I2024R9646T,4 cyl,"4 cyl, 1.5 L",Unleaded,7.4 L / 100 km,Automatic
B7066S3126G,4 cyl,"4 cyl, 2.5 L",Unleaded,8.5 L / 100 km,Automatic
D1692O9354Q,4 cyl,"4 cyl, 1.4 L",Premium,5.9 L / 100 km,Automatic
G3129S1036H,-,-,Diesel,-,Automatic
Z8900W2325L,4 cyl,"4 cyl, 2 L",Diesel,5.4 L / 100 km,Automatic
B7222E6980P,4 cyl,"4 cyl, 2 L",Premium,9.3 L / 100 km,Automatic
R5900H7422K,4 cyl,"4 cyl, 3 L",Diesel,12.5 L / 100 km,Manual
X6152R7114W,4 cyl,"4 cyl, 3 L",Diesel,8.5 L / 100 km,Manual
K4128R4055L,4 cyl,"4 cyl, 1.8 L",Hybrid,4.1 L / 100 km,Automatic
M6877T2439C,6 cyl,"6 cyl, 3.5 L",Unleaded,11 L / 100 km,Automatic
W4099M6520L,4 cyl,"4 cyl, 1.4 L",Unleaded,6.7 L / 100 km,Automatic
U1595U2914M,6 cyl,"6 cyl, 4 L",Unleaded,10.5 L / 100 km,Automatic
L2578Y8779Y,-,-,Unleaded,-,Automatic
B7129Q4913W,4 cyl,"4 cyl, 2 L",Premium,7.7 L / 100 km,Automatic
M9118Q3106E,6 cyl,"6 cyl, 3 L",Diesel,9.5 L / 100 km,Automatic
J9996C7432F,-,-,Unleaded,-,Automatic
U1904M6168H,-,-,Other,-,Automatic
Q8224Q4993Z,-,-,Diesel,-,Automatic
E1942Y4821O,4 cyl,"4 cyl, 2.3 L",Premium,8.1 L / 100 km,Manual
H7931F1050J,6 cyl,"6 cyl, 2.7 L",Diesel,10.2 L / 100 km,Automatic
T1099Q7639J,3 cyl,"3 cyl, 1.5 L",Premium,5.2 L / 100 km,Automatic
K4221X8312B,6 cyl,"6 cyl, 3.5 L",Unleaded,9.5 L / 100 km,Automatic
W4306J3760U,4 cyl,"4 cyl, 2 L",Diesel,8.3 L / 100 km,Automatic
G9665Z6734E,6 cyl,"6 cyl, 3 L",Diesel,9.5 L / 100 km,Automatic
Y9403P5524J,4 cyl,"4 cyl, 1.2 L",Premium,6.4 L / 100 km,Automatic
J1671Y2728X,6 cyl,"6 cyl, 4.5 L",Unleaded,0 L / 100 km,Automatic
X1844P9619T,4 cyl,"4 cyl, 2.5 L",Unleaded,7.9 L / 100 km,Automatic
D3154N5320F,4 cyl,"4 cyl, 2 L",Unleaded,8.3 L / 100 km,Automatic
V7029N4645W,4 cyl,"4 cyl, 2 L",Premium,7 L / 100 km,Automatic
X9240E1268C,6 cyl,"6 cyl, 3 L",Unleaded,10.1 L / 100 km,Automatic
C1310K7419E,3 cyl,"3 cyl, 1 L",Premium,5.4 L / 100 km,Automatic
D7288E8822X,4 cyl,"4 cyl, 2.7 L",Unleaded,10.9 L / 100 km,Automatic
T2012V8245G,-,-,Diesel,-,Automatic
U4929E5878R,8 cyl,"8 cyl, 5.4 L",Unleaded,14.5 L / 100 km,Automatic
P1683N8180I,4 cyl,"4 cyl, 1.8 L",Hybrid,4.2 L / 100 km,Automatic
I1369A1117N,6 cyl,"6 cyl, 4.2 L",Diesel,12.9 L / 100 km,Manual
D8894D8137Y,4 cyl,"4 cyl, 2.8 L",Diesel,8.8 L / 100 km,Automatic
V7091Y7643H,4 cyl,"4 cyl, 2 L",Diesel,5.8 L / 100 km,Automatic
M3158Q8658Z,4 cyl,"4 cyl, 2 L",Unleaded,7.9 L / 100 km,Automatic
T6558S6405R,4 cyl,"4 cyl, 1.2 L",Premium,5.5 L / 100 km,Automatic
L3865N3964G,4 cyl,"4 cyl, 2.2 L",Diesel,7.5 L / 100 km,Automatic
N9562G7732B,4 cyl,"4 cyl, 2 L",Unleaded,8.1 L / 100 km,Manual
T2753O8201L,4 cyl,"4 cyl, 2.4 L",Diesel,8 L / 100 km,Automatic
X3831V9024L,-,-,-,-,-
M7431X8164N,4 cyl,"4 cyl, 2 L",Premium,7.4 L / 100 km,Automatic
B2254C2842G,4 cyl,"4 cyl, 1.8 L",Unleaded,7.6 L / 100 km,Automatic
F5261B6162V,5 cyl,"5 cyl, 3.2 L",Diesel,8.9 L / 100 km,Manual
A3054K4508Z,-,-,Premium,-,Automatic
C9100I4428A,4 cyl,"4 cyl, 1.8 L",Unleaded,9 L / 100 km,Automatic
O9174V1140A,4 cyl,"4 cyl, 3.2 L",Diesel,10.5 L / 100 km,Automatic
Q6681N5951M,4 cyl,"4 cyl, 2.4 L",Diesel,8 L / 100 km,Automatic
C9918I3505O,4 cyl,"4 cyl, 1.2 L",Unleaded,5 L / 100 km,Manual
I6890N9581Y,4 cyl,"4 cyl, 2.4 L",Unleaded,9.1 L / 100 km,Automatic
M9815D6297A,4 cyl,"4 cyl, 2 L",Premium,6.4 L / 100 km,Automatic
L6363T3748V,4 cyl,"4 cyl, 2 L",Unleaded,7.4 L / 100 km,Automatic
U8930V6306J,4 cyl,"4 cyl, 1.4 L",Unleaded,6.7 L / 100 km,Automatic
C1274U2171M,4 cyl,"4 cyl, 1.5 L",Unleaded,6.4 L / 100 km,Manual
A5781Z4164S,4 cyl,"4 cyl, 2 L",Unleaded,7.4 L / 100 km,Automatic
V4180L1404Z,4 cyl,"4 cyl, 1.6 L",Premium,7.6 L / 100 km,Automatic
E5278C3319Y,4 cyl,"4 cyl, 2 L",Hybrid,7.7 L / 100 km,Automatic
E4063G3212W,6 cyl,"6 cyl, 4.2 L",Diesel,0 L / 100 km,Manual
D1037T2974T,5 cyl,"5 cyl, 3.2 L",Diesel,8.7 L / 100 km,Automatic
H6142K1685O,4 cyl,"4 cyl, 2.5 L",Unleaded,6.6 L / 100 km,Automatic
X3083U5985Q,6 cyl,"6 cyl, 3 L",Unleaded,11.5 L / 100 km,Automatic
T3256Y4107F,-,-,Diesel,-,Automatic
I2760L9785P,3 cyl,"3 cyl, 1 L",Premium,5.4 L / 100 km,Automatic
N3388B2312Z,4 cyl,"4 cyl, 2 L",Unleaded,7.6 L / 100 km,Manual
P7425Y9920V,6 cyl,"6 cyl, 3.6 L",Unleaded,11.1 L / 100 km,Automatic
G1156A4978C,4 cyl,"4 cyl, 1.4 L",Unleaded,6.4 L / 100 km,Manual
T1063L3541B,4 cyl,"4 cyl, 2.4 L",Diesel,8.6 L / 100 km,Automatic
Q2821Q1894T,3 cyl,"3 cyl, 1 L",Premium,5.4 L / 100 km,Automatic
E6094Y7488B,6 cyl,"6 cyl, 4 L",Unleaded,11.7 L / 100 km,Automatic
V7613F9644C,8 cyl,"8 cyl, 4.5 L",Diesel,11.9 L / 100 km,Manual
L9769I8065J,4 cyl,"4 cyl, 2.2 L",Diesel,7.2 L / 100 km,Automatic
T7973E3550I,4 cyl,"4 cyl, 2 L",Unleaded,6.9 L / 100 km,Automatic
M4750W7347G,4 cyl,"4 cyl, 2.3 L",Diesel,7 L / 100 km,Automatic
E7375M2245P,-,-,Unleaded,-,Automatic
N7097T9336W,6 cyl,"6 cyl, 3.6 L",Unleaded,11.4 L / 100 km,Manual
T1150W1809D,6 cyl,"6 cyl, 3.5 L",Unleaded,10.5 L / 100 km,Automatic
G4102O4799T,4 cyl,"4 cyl, 2.4 L",Unleaded,7.2 L / 100 km,Automatic
H3270N7455F,4 cyl,"4 cyl, 1.6 L",Premium,6.3 L / 100 km,Automatic
R2293C9506W,6 cyl,"6 cyl, 4 L",Unleaded,10.6 L / 100 km,Manual
